correct,eye_used,file,nGap,nSacc,n_blink,outlier,resp,rt,scene,sceneNr,target,trialId,trialType,xTarget,yTarget
TIMEOUT,undefined,sgap04.asc,0,57,0,0,TIMEOUT,20000,167.0,167,m.txt,70,control,557,799
TIMEOUT,undefined,sgap04.asc,0,57,0,0,TIMEOUT,20000,8.0,8,z.txt,71,control,59,74
TIMEOUT,undefined,sgap04.asc,0,55,1,0,TIMEOUT,20000,19.0,19,z.txt,72,control,891,379
CORRECT,undefined,sgap04.asc,0,16,0,0,z,10256,117.0,117,z.txt,73,control,735,429
CORRECT,undefined,sgap04.asc,0,5,0,0,m,3739,125.0,125,m.txt,74,control,1151,540
,undefined,sgap04.asc,0,0,0,0,,,77.0,77,z.txt,75,gap,1220,595
,undefined,sgap04.asc,0,0,0,0,,,12.0,12,m.txt,76,gap,588,70
,undefined,sgap04.asc,0,0,0,0,,,70.0,70,m.txt,77,gap,723,431
,undefined,sgap04.asc,0,0,1,0,,,67.0,67,z.txt,78,gap,164,104
,undefined,sgap04.asc,0,0,0,0,,,197.0,197,m.txt,79,gap,670,577
CORRECT,undefined,sgap04.asc,0,28,0,0,m,11346,190.0,190,m.txt,80,control,815,37
CORRECT,undefined,sgap04.asc,0,2,0,0,m,1383,53.0,53,m.txt,81,control,704,528
CORRECT,undefined,sgap04.asc,0,41,0,0,m,13653,2.0,2,m.txt,82,control,454,514
TIMEOUT,undefined,sgap04.asc,0,54,2,0,TIMEOUT,20000,69.0,69,z.txt,83,control,645,476
TIMEOUT,undefined,sgap04.asc,0,60,1,0,TIMEOUT,20000,94.0,94,m.txt,84,control,792,153
,undefined,sgap04.asc,0,0,2,0,,,50.0,50,z.txt,85,gap,225,108
,undefined,sgap04.asc,0,0,0,0,,,18.0,18,m.txt,86,gap,536,202
,undefined,sgap04.asc,0,0,1,0,,,5.0,5,m.txt,87,gap,396,111
,undefined,sgap04.asc,0,0,0,0,,,61.0,61,m.txt,88,gap,545,747
,undefined,sgap04.asc,0,0,0,0,,,180.0,180,z.txt,89,gap,1036,239
CORRECT,undefined,sgap04.asc,0,9,0,0,z,3912,156.0,156,z.txt,90,control,1086,610
CORRECT,undefined,sgap04.asc,0,7,0,0,m,6963,108.0,108,m.txt,91,control,846,143
INCORRECT,undefined,sgap04.asc,0,43,0,0,m,14347,102.0,102,z.txt,92,control,229,617
CORRECT,undefined,sgap04.asc,0,11,0,0,m,4970,52.0,52,m.txt,93,control,1117,166
CORRECT,undefined,sgap04.asc,0,15,0,0,m,8949,123.0,123,m.txt,94,control,124,576
,undefined,sgap04.asc,0,0,0,0,,,93.0,93,z.txt,95,gap,560,106
,undefined,sgap04.asc,0,0,5,0,,,17.0,17,m.txt,96,gap,997,424
,undefined,sgap04.asc,0,0,1,0,,,88.0,88,z.txt,97,gap,226,441
,undefined,sgap04.asc,0,0,0,0,,,192.0,192,z.txt,98,gap,43,693
,undefined,sgap04.asc,0,0,0,0,,,170.0,170,z.txt,99,gap,552,139
CORRECT,undefined,sgap04.asc,0,3,0,0,m,2063,4.0,4,m.txt,100,control,520,310
TIMEOUT,undefined,sgap04.asc,0,57,0,0,TIMEOUT,20000,133.0,133,z.txt,101,control,31,671
CORRECT,undefined,sgap04.asc,0,26,0,0,m,17759,159.0,159,m.txt,102,control,191,753
TIMEOUT,undefined,sgap04.asc,0,60,0,0,TIMEOUT,20000,24.0,24,z.txt,103,control,569,440
TIMEOUT,undefined,sgap04.asc,0,63,0,0,TIMEOUT,20000,36.0,36,m.txt,104,control,1043,387
,undefined,sgap04.asc,0,0,0,0,,,182.0,182,m.txt,105,gap,918,440
,undefined,sgap04.asc,0,0,0,0,,,194.0,194,z.txt,106,gap,580,702
,undefined,sgap04.asc,0,0,0,0,,,126.0,126,z.txt,107,gap,281,758
,undefined,sgap04.asc,0,0,0,0,,,97.0,97,z.txt,108,gap,458,218
,undefined,sgap04.asc,0,0,0,0,,,28.0,28,z.txt,109,gap,845,591
CORRECT,undefined,sgap04.asc,0,23,0,0,m,9288,75.0,75,m.txt,110,control,988,109
CORRECT,undefined,sgap04.asc,0,46,0,0,z,16595,187.0,187,z.txt,111,control,670,385
TIMEOUT,undefined,sgap04.asc,0,62,0,0,TIMEOUT,20000,198.0,198,z.txt,112,control,1159,91
TIMEOUT,undefined,sgap04.asc,0,64,0,0,TIMEOUT,20000,81.0,81,z.txt,113,control,323,441
TIMEOUT,undefined,sgap04.asc,0,58,0,0,TIMEOUT,20000,95.0,95,z.txt,114,control,719,168
,undefined,sgap04.asc,0,0,2,0,,,172.0,172,m.txt,115,gap,1039,742
,undefined,sgap04.asc,0,0,1,0,,,90.0,90,z.txt,116,gap,695,164
,undefined,sgap04.asc,0,0,0,0,,,120.0,120,z.txt,117,gap,368,366
,undefined,sgap04.asc,0,0,0,0,,,149.0,149,m.txt,118,gap,200,415
,undefined,sgap04.asc,0,0,0,0,,,193.0,193,z.txt,119,gap,541,487
TIMEOUT,undefined,sgap04.asc,0,56,0,0,TIMEOUT,20000,46.0,46,m.txt,120,control,1223,420
CORRECT,undefined,sgap04.asc,0,6,0,0,m,3245,163.0,163,m.txt,121,control,365,264
CORRECT,undefined,sgap04.asc,0,48,0,0,z,16814,138.0,138,z.txt,122,control,390,533
CORRECT,undefined,sgap04.asc,0,5,0,0,z,2045,191.0,191,z.txt,123,control,1244,134
INCORRECT,undefined,sgap04.asc,0,10,0,0,z,4716,189.0,189,m.txt,124,control,1187,635
,undefined,sgap04.asc,0,0,0,0,,,78.0,78,m.txt,125,gap,499,395
,undefined,sgap04.asc,0,0,0,0,,,184.0,184,z.txt,126,gap,925,220
,undefined,sgap04.asc,0,0,0,0,,,51.0,51,m.txt,127,gap,1102,315
,undefined,sgap04.asc,0,0,0,0,,,60.0,60,z.txt,128,gap,444,415
,undefined,sgap04.asc,0,0,0,0,,,152.0,152,m.txt,129,gap,826,718
TIMEOUT,undefined,sgap04.asc,0,61,0,0,TIMEOUT,20000,33.0,33,m.txt,130,control,49,414
CORRECT,undefined,sgap04.asc,0,5,0,0,m,5314,10.0,10,m.txt,131,control,634,337
CORRECT,undefined,sgap04.asc,0,44,0,0,m,18109,26.0,26,m.txt,132,control,599,40
CORRECT,undefined,sgap04.asc,0,44,0,0,z,15261,179.0,179,z.txt,133,control,843,390
CORRECT,undefined,sgap04.asc,0,0,0,0,z,7038,103.0,103,z.txt,134,control,622,480
,undefined,sgap04.asc,0,0,0,0,,,47.0,47,m.txt,135,gap,244,591
,undefined,sgap04.asc,0,0,0,0,,,49.0,49,z.txt,136,gap,990,497
,undefined,sgap04.asc,0,0,0,0,,,0.0,0,m.txt,137,gap,957,673
,undefined,sgap04.asc,0,0,0,0,,,11.0,11,z.txt,138,gap,542,665
,undefined,sgap04.asc,0,0,0,0,,,84.0,84,z.txt,139,gap,638,832
CORRECT,undefined,sgap04.asc,0,37,0,0,z,14864,89.0,89,z.txt,140,control,346,587
CORRECT,undefined,sgap04.asc,0,0,0,0,m,7642,150.0,150,m.txt,141,control,670,458
CORRECT,undefined,sgap04.asc,0,23,0,0,m,7933,37.0,37,m.txt,142,control,334,90
TIMEOUT,undefined,sgap04.asc,0,54,4,0,TIMEOUT,20000,175.0,175,z.txt,143,control,916,572
CORRECT,undefined,sgap04.asc,0,7,0,0,m,2181,42.0,42,m.txt,144,control,128,413
,undefined,sgap04.asc,0,0,0,0,,,105.0,105,z.txt,145,gap,418,347
,undefined,sgap04.asc,0,0,0,0,,,1.0,1,z.txt,146,gap,941,527
,undefined,sgap04.asc,0,0,0,0,,,154.0,154,z.txt,147,gap,136,459
,undefined,sgap04.asc,0,0,0,0,,,44.0,44,z.txt,148,gap,211,300
,undefined,sgap04.asc,0,0,0,0,,,79.0,79,m.txt,149,gap,793,624
TIMEOUT,undefined,sgap04.asc,0,56,3,0,TIMEOUT,20000,122.0,122,z.txt,150,control,252,781
CORRECT,undefined,sgap04.asc,0,4,0,0,z,3197,151.0,151,z.txt,151,control,982,787
TIMEOUT,undefined,sgap04.asc,0,56,0,0,TIMEOUT,20000,111.0,111,z.txt,152,control,501,242
CORRECT,undefined,sgap04.asc,0,41,1,0,m,17480,85.0,85,m.txt,153,control,1015,549
TIMEOUT,undefined,sgap04.asc,0,61,0,0,TIMEOUT,20000,66.0,66,m.txt,154,control,1204,266
,undefined,sgap04.asc,0,0,0,0,,,161.0,161,z.txt,155,gap,427,254
,undefined,sgap04.asc,0,0,2,0,,,139.0,139,m.txt,156,gap,212,821
,undefined,sgap04.asc,0,0,0,0,,,129.0,129,z.txt,157,gap,1222,780
,undefined,sgap04.asc,0,0,0,0,,,57.0,57,z.txt,158,gap,741,242
,undefined,sgap04.asc,0,0,0,0,,,119.0,119,m.txt,159,gap,423,816
CORRECT,undefined,sgap04.asc,0,4,0,0,z,1362,143.0,143,z.txt,160,control,662,418
CORRECT,undefined,sgap04.asc,0,6,0,0,m,3680,141.0,141,m.txt,161,control,289,116
CORRECT,undefined,sgap04.asc,0,9,0,0,z,4205,40.0,40,z.txt,162,control,1205,358
CORRECT,undefined,sgap04.asc,0,5,0,0,z,6367,56.0,56,z.txt,163,control,833,467
CORRECT,undefined,sgap04.asc,0,4,0,0,z,4945,128.0,128,z.txt,164,control,1032,334
,undefined,sgap04.asc,0,0,0,0,,,144.0,144,z.txt,165,gap,758,774
,undefined,sgap04.asc,0,0,1,0,,,136.0,136,m.txt,166,gap,37,407
,undefined,sgap04.asc,0,0,0,0,,,20.0,20,m.txt,167,gap,836,186
,undefined,sgap04.asc,0,0,0,0,,,169.0,169,z.txt,168,gap,140,405
,undefined,sgap04.asc,0,0,0,0,,,74.0,74,z.txt,169,gap,230,639
TIMEOUT,undefined,sgap04.asc,0,51,0,0,TIMEOUT,20000,130.0,130,m.txt,170,control,20,274
CORRECT,undefined,sgap04.asc,0,2,0,0,m,1850,137.0,137,m.txt,171,control,714,131
TIMEOUT,undefined,sgap04.asc,0,58,0,0,TIMEOUT,20000,155.0,155,m.txt,172,control,1135,466
TIMEOUT,undefined,sgap04.asc,0,63,0,0,TIMEOUT,20000,82.0,82,m.txt,173,control,1251,511
CORRECT,undefined,sgap04.asc,0,27,0,0,m,8950,63.0,63,m.txt,174,control,183,142
,undefined,sgap04.asc,0,0,0,0,,,195.0,195,z.txt,175,gap,309,49
,undefined,sgap04.asc,0,0,0,0,,,181.0,181,z.txt,176,gap,1143,206
,undefined,sgap04.asc,0,0,2,0,,,48.0,48,m.txt,177,gap,453,709
,undefined,sgap04.asc,0,0,0,0,,,148.0,148,z.txt,178,gap,412,666
,undefined,sgap04.asc,0,0,0,0,,,115.0,115,z.txt,179,gap,91,286
TIMEOUT,undefined,sgap04.asc,0,57,0,0,TIMEOUT,20000,107.0,107,z.txt,180,control,867,69
TIMEOUT,undefined,sgap04.asc,0,64,1,0,TIMEOUT,20000,83.0,83,z.txt,181,control,843,100
CORRECT,undefined,sgap04.asc,0,5,0,0,m,4195,73.0,73,m.txt,182,control,635,788
CORRECT,undefined,sgap04.asc,0,20,0,0,m,7814,132.0,132,m.txt,183,control,102,531
CORRECT,undefined,sgap04.asc,0,23,2,0,m,8383,35.0,35,m.txt,184,control,23,354
,undefined,sgap04.asc,0,0,0,0,,,62.0,62,m.txt,185,gap,240,302
,undefined,sgap04.asc,0,0,0,0,,,91.0,91,m.txt,186,gap,710,431
,undefined,sgap04.asc,0,0,0,0,,,64.0,64,z.txt,187,gap,444,775
,undefined,sgap04.asc,0,0,0,0,,,31.0,31,m.txt,188,gap,1249,470
,undefined,sgap04.asc,0,0,0,0,,,178.0,178,m.txt,189,gap,218,557
TIMEOUT,undefined,sgap04.asc,0,59,0,0,TIMEOUT,20000,96.0,96,z.txt,190,control,316,74
TIMEOUT,undefined,sgap04.asc,0,58,0,0,TIMEOUT,20000,58.0,58,z.txt,191,control,1235,140
TIMEOUT,undefined,sgap04.asc,0,61,0,0,TIMEOUT,20000,177.0,177,z.txt,192,control,350,54
CORRECT,undefined,sgap04.asc,0,10,1,0,z,5791,147.0,147,z.txt,193,control,1205,601
CORRECT,undefined,sgap04.asc,0,39,0,0,m,15144,55.0,55,m.txt,194,control,35,351
,undefined,sgap04.asc,0,0,2,0,,,142.0,142,m.txt,195,gap,455,793
,undefined,sgap04.asc,0,0,0,0,,,140.0,140,m.txt,196,gap,630,101
,undefined,sgap04.asc,0,0,1,0,,,59.0,59,z.txt,197,gap,448,433
,undefined,sgap04.asc,0,0,1,0,,,113.0,113,z.txt,198,gap,1204,363
,undefined,sgap04.asc,0,0,0,0,,,104.0,104,m.txt,199,gap,943,79
INCORRECT,undefined,sgap05.asc,0,30,2,0,m,9152,90.0,90,z.txt,0,control,695,164
CORRECT,undefined,sgap05.asc,0,8,1,0,m,3790,31.0,31,m.txt,1,control,1249,470
CORRECT,undefined,sgap05.asc,0,8,2,0,z,5223,193.0,193,z.txt,2,control,541,487
CORRECT,undefined,sgap05.asc,0,32,3,0,z,11076,154.0,154,z.txt,3,control,136,459
INCORRECT,undefined,sgap05.asc,0,38,2,0,m,13233,126.0,126,z.txt,4,control,281,758
,undefined,sgap05.asc,0,0,1,0,,,82.0,82,m.txt,5,gap,1251,511
,undefined,sgap05.asc,0,0,1,0,,,191.0,191,z.txt,6,gap,1244,134
,undefined,sgap05.asc,0,0,1,0,,,145.0,145,m.txt,7,gap,172,58
,undefined,sgap05.asc,0,0,2,0,,,57.0,57,z.txt,8,gap,741,242
,undefined,sgap05.asc,0,0,2,0,,,14.0,14,m.txt,9,gap,980,81
CORRECT,undefined,sgap05.asc,0,21,1,0,m,9695,42.0,42,m.txt,10,control,128,413
INCORRECT,undefined,sgap05.asc,0,29,2,0,z,10347,94.0,94,m.txt,11,control,792,153
INCORRECT,undefined,sgap05.asc,0,30,5,0,m,10106,122.0,122,z.txt,12,control,252,781
CORRECT,undefined,sgap05.asc,0,43,1,0,z,14658,41.0,41,z.txt,13,control,999,230
INCORRECT,undefined,sgap05.asc,0,20,2,0,m,7660,6.0,6,z.txt,14,control,431,168
,undefined,sgap05.asc,0,0,1,0,,,46.0,46,m.txt,15,gap,1223,420
,undefined,sgap05.asc,0,0,1,0,,,73.0,73,m.txt,16,gap,635,788
,undefined,sgap05.asc,0,0,1,0,,,128.0,128,z.txt,17,gap,1032,334
,undefined,sgap05.asc,0,0,0,0,,,13.0,13,m.txt,18,gap,603,711
,undefined,sgap05.asc,0,0,1,0,,,167.0,167,m.txt,19,gap,557,799
CORRECT,undefined,sgap05.asc,0,4,0,0,m,2172,162.0,162,m.txt,20,control,254,744
CORRECT,undefined,sgap05.asc,0,9,1,0,m,3040,149.0,149,m.txt,21,control,200,415
CORRECT,undefined,sgap05.asc,0,16,0,0,m,7020,4.0,4,m.txt,22,control,520,310
CORRECT,undefined,sgap05.asc,0,20,1,0,z,8961,157.0,157,z.txt,23,control,60,170
INCORRECT,undefined,sgap05.asc,0,21,2,0,m,7850,118.0,118,z.txt,24,control,1095,238
,undefined,sgap05.asc,0,0,2,0,,,89.0,89,z.txt,25,gap,346,587
,undefined,sgap05.asc,0,0,1,0,,,131.0,131,z.txt,26,gap,1143,163
,undefined,sgap05.asc,0,0,1,0,,,189.0,189,m.txt,27,gap,1187,635
,undefined,sgap05.asc,0,0,2,0,,,137.0,137,m.txt,28,gap,714,131
,undefined,sgap05.asc,0,0,5,0,,,117.0,117,z.txt,29,gap,735,429
CORRECT,undefined,sgap05.asc,0,18,1,0,m,5911,178.0,178,m.txt,30,control,218,557
INCORRECT,undefined,sgap05.asc,0,40,3,0,z,13461,79.0,79,m.txt,31,control,793,624
CORRECT,undefined,sgap05.asc,0,26,1,0,m,9836,159.0,159,m.txt,32,control,191,753
CORRECT,undefined,sgap05.asc,0,18,2,0,m,6432,152.0,152,m.txt,33,control,826,718
CORRECT,undefined,sgap05.asc,0,20,2,0,z,7018,15.0,15,z.txt,34,control,27,41
,undefined,sgap05.asc,0,0,1,0,,,160.0,160,z.txt,35,gap,124,754
,undefined,sgap05.asc,0,0,2,0,,,43.0,43,z.txt,36,gap,758,626
,undefined,sgap05.asc,0,0,1,0,,,0.0,0,m.txt,37,gap,957,673
,undefined,sgap05.asc,0,0,2,0,,,1.0,1,z.txt,38,gap,941,527
,undefined,sgap05.asc,0,0,2,0,,,102.0,102,z.txt,39,gap,229,617
CORRECT,undefined,sgap05.asc,0,33,1,0,m,11730,39.0,39,m.txt,40,control,125,335
CORRECT,undefined,sgap05.asc,0,21,1,0,z,8909,170.0,170,z.txt,41,control,552,139
INCORRECT,undefined,sgap05.asc,0,32,2,0,m,10437,59.0,59,z.txt,42,control,448,433
CORRECT,undefined,sgap05.asc,0,16,3,0,z,5284,84.0,84,z.txt,43,control,638,832
INCORRECT,undefined,sgap05.asc,0,17,1,0,z,6198,33.0,33,m.txt,44,control,49,414
,undefined,sgap05.asc,0,0,1,0,,,76.0,76,m.txt,45,gap,121,80
,undefined,sgap05.asc,0,0,1,0,,,98.0,98,z.txt,46,gap,1217,764
,undefined,sgap05.asc,0,0,3,0,,,67.0,67,z.txt,47,gap,164,104
,undefined,sgap05.asc,0,0,2,0,,,88.0,88,z.txt,48,gap,226,441
,undefined,sgap05.asc,0,0,2,0,,,81.0,81,z.txt,49,gap,323,441
CORRECT,undefined,sgap05.asc,0,11,2,0,m,3887,166.0,166,m.txt,50,control,505,453
CORRECT,undefined,sgap05.asc,0,12,1,0,m,4644,125.0,125,m.txt,51,control,1151,540
CORRECT,undefined,sgap05.asc,0,28,1,0,z,10228,112.0,112,z.txt,52,control,348,830
INCORRECT,undefined,sgap05.asc,0,2,1,0,m,1469,184.0,184,z.txt,53,control,925,220
INCORRECT,undefined,sgap05.asc,0,19,1,0,z,7797,34.0,34,m.txt,54,control,1240,437
,undefined,sgap05.asc,0,0,3,0,,,199.0,199,z.txt,55,gap,679,413
,undefined,sgap05.asc,0,0,1,0,,,3.0,3,z.txt,56,gap,1247,644
,undefined,sgap05.asc,0,0,5,0,,,175.0,175,z.txt,57,gap,916,572
,undefined,sgap05.asc,0,0,5,0,,,48.0,48,m.txt,58,gap,453,709
,undefined,sgap05.asc,0,0,2,0,,,119.0,119,m.txt,59,gap,423,816
CORRECT,undefined,sgap05.asc,0,34,3,0,m,12115,65.0,65,m.txt,60,control,277,612
INCORRECT,undefined,sgap05.asc,0,16,6,0,z,6377,104.0,104,m.txt,61,control,943,79
CORRECT,undefined,sgap05.asc,0,26,3,0,z,10698,135.0,135,z.txt,62,control,72,93
CORRECT,undefined,sgap05.asc,0,18,1,0,m,6162,52.0,52,m.txt,63,control,1117,166
CORRECT,undefined,sgap05.asc,0,12,1,0,m,4592,29.0,29,m.txt,64,control,466,109
,undefined,sgap05.asc,0,0,3,0,,,138.0,138,z.txt,65,gap,390,533
,undefined,sgap05.asc,0,0,4,0,,,77.0,77,z.txt,66,gap,1220,595
,undefined,sgap05.asc,0,0,6,0,,,66.0,66,m.txt,67,gap,1204,266
,undefined,sgap05.asc,0,0,3,0,,,115.0,115,z.txt,68,gap,91,286
,undefined,sgap05.asc,0,0,4,0,,,55.0,55,m.txt,69,gap,35,351
CORRECT,undefined,sgap05.asc,0,28,3,0,m,9233,70.0,70,m.txt,70,control,723,431
CORRECT,undefined,sgap05.asc,0,22,6,0,z,5615,156.0,156,z.txt,71,control,1086,610
INCORRECT,undefined,sgap05.asc,0,3,1,0,m,1578,72.0,72,z.txt,72,control,986,465
INCORRECT,undefined,sgap05.asc,0,27,3,0,m,9356,25.0,25,z.txt,73,control,637,556
CORRECT,undefined,sgap05.asc,0,29,4,0,z,11733,169.0,169,z.txt,74,control,140,405
,undefined,sgap05.asc,0,0,2,0,,,10.0,10,m.txt,75,gap,634,337
,undefined,sgap05.asc,0,0,2,0,,,111.0,111,z.txt,76,gap,501,242
,undefined,sgap05.asc,0,0,3,0,,,150.0,150,m.txt,77,gap,670,458
,undefined,sgap05.asc,0,0,2,0,,,144.0,144,z.txt,78,gap,758,774
,undefined,sgap05.asc,0,0,2,0,,,11.0,11,z.txt,79,gap,542,665
INCORRECT,undefined,sgap05.asc,0,5,1,0,m,2248,187.0,187,z.txt,80,control,670,385
INCORRECT,undefined,sgap05.asc,0,23,1,0,m,8008,56.0,56,z.txt,81,control,833,467
CORRECT,undefined,sgap05.asc,0,4,1,0,z,1875,49.0,49,z.txt,82,control,990,497
CORRECT,undefined,sgap05.asc,0,5,1,0,z,4407,147.0,147,z.txt,83,control,1205,601
CORRECT,undefined,sgap05.asc,0,15,1,0,m,6010,130.0,130,m.txt,84,control,20,274
,undefined,sgap05.asc,0,0,1,0,,,91.0,91,m.txt,85,gap,710,431
,undefined,sgap05.asc,0,0,0,0,,,120.0,120,z.txt,86,gap,368,366
,undefined,sgap05.asc,0,0,1,0,,,54.0,54,z.txt,87,gap,284,188
,undefined,sgap05.asc,0,0,1,0,,,121.0,121,m.txt,88,gap,104,411
,undefined,sgap05.asc,0,0,1,0,,,23.0,23,m.txt,89,gap,148,488
CORRECT,undefined,sgap05.asc,0,6,0,0,z,2034,86.0,86,z.txt,90,control,115,573
INCORRECT,undefined,sgap05.asc,0,23,0,0,m,8901,179.0,179,z.txt,91,control,843,390
CORRECT,undefined,sgap05.asc,0,13,1,0,m,4277,109.0,109,m.txt,92,control,1246,279
CORRECT,undefined,sgap05.asc,0,2,2,0,z,1253,133.0,133,z.txt,93,control,31,671
CORRECT,undefined,sgap05.asc,0,19,1,0,m,6201,32.0,32,m.txt,94,control,220,283
,undefined,sgap05.asc,0,0,1,0,,,134.0,134,z.txt,95,gap,774,571
,undefined,sgap05.asc,0,0,1,0,,,61.0,61,m.txt,96,gap,545,747
,undefined,sgap05.asc,0,0,1,0,,,93.0,93,z.txt,97,gap,560,106
,undefined,sgap05.asc,0,0,1,0,,,9.0,9,m.txt,98,gap,1141,151
,undefined,sgap05.asc,0,0,2,0,,,140.0,140,m.txt,99,gap,630,101
CORRECT,undefined,sgap05.asc,0,9,1,0,z,3419,177.0,177,z.txt,100,control,350,54
CORRECT,undefined,sgap05.asc,0,2,1,0,m,1223,63.0,63,m.txt,101,control,183,142
CORRECT,undefined,sgap05.asc,0,0,0,0,z,696,185.0,185,z.txt,102,control,392,651
INCORRECT,undefined,sgap05.asc,0,9,2,0,m,3892,74.0,74,z.txt,103,control,230,639
INCORRECT,undefined,sgap05.asc,0,8,2,0,z,3102,139.0,139,m.txt,104,control,212,821
,undefined,sgap05.asc,0,0,2,0,,,5.0,5,m.txt,105,gap,396,111
,undefined,sgap05.asc,0,0,1,0,,,105.0,105,z.txt,106,gap,418,347
,undefined,sgap05.asc,0,0,1,0,,,97.0,97,z.txt,107,gap,458,218
,undefined,sgap05.asc,0,0,2,0,,,106.0,106,m.txt,108,gap,688,481
,undefined,sgap05.asc,0,0,1,0,,,172.0,172,m.txt,109,gap,1039,742
INCORRECT,undefined,sgap05.asc,0,4,1,0,z,2305,20.0,20,m.txt,110,control,836,186
CORRECT,undefined,sgap05.asc,0,2,1,0,m,1515,136.0,136,m.txt,111,control,37,407
INCORRECT,undefined,sgap05.asc,0,1,2,0,z,894,12.0,12,m.txt,112,control,588,70
CORRECT,undefined,sgap05.asc,0,11,2,0,z,4452,113.0,113,z.txt,113,control,1204,363
CORRECT,undefined,sgap05.asc,0,4,1,0,m,1775,123.0,123,m.txt,114,control,124,576
,undefined,sgap05.asc,0,0,1,0,,,103.0,103,z.txt,115,gap,622,480
,undefined,sgap05.asc,0,0,1,0,,,28.0,28,z.txt,116,gap,845,591
,undefined,sgap05.asc,0,0,1,0,,,40.0,40,z.txt,117,gap,1205,358
,undefined,sgap05.asc,0,0,2,0,,,58.0,58,z.txt,118,gap,1235,140
,undefined,sgap05.asc,0,0,1,0,,,53.0,53,m.txt,119,gap,704,528
CORRECT,undefined,sgap05.asc,0,19,1,0,z,6908,192.0,192,z.txt,120,control,43,693
CORRECT,undefined,sgap05.asc,0,6,1,0,m,2818,124.0,124,m.txt,121,control,714,56
INCORRECT,undefined,sgap05.asc,0,4,1,0,z,1876,114.0,114,m.txt,122,control,786,106
INCORRECT,undefined,sgap05.asc,0,2,2,0,z,1813,85.0,85,m.txt,123,control,1015,549
INCORRECT,undefined,sgap05.asc,0,21,4,0,m,7897,68.0,68,z.txt,124,control,1191,444
,undefined,sgap05.asc,0,0,2,0,,,183.0,183,m.txt,125,gap,277,464
,undefined,sgap05.asc,0,0,1,0,,,18.0,18,m.txt,126,gap,536,202
,undefined,sgap05.asc,0,0,3,0,,,143.0,143,z.txt,127,gap,662,418
,undefined,sgap05.asc,0,0,1,0,,,17.0,17,m.txt,128,gap,997,424
,undefined,sgap05.asc,0,0,2,0,,,155.0,155,m.txt,129,gap,1135,466
CORRECT,undefined,sgap05.asc,0,5,1,0,z,1701,158.0,158,z.txt,130,control,1223,357
INCORRECT,undefined,sgap05.asc,0,20,2,0,z,7069,142.0,142,m.txt,131,control,455,793
INCORRECT,undefined,sgap05.asc,0,17,1,0,z,6242,182.0,182,m.txt,132,control,918,440
CORRECT,undefined,sgap05.asc,0,4,2,0,m,1623,176.0,176,m.txt,133,control,1003,675
INCORRECT,undefined,sgap05.asc,0,19,1,0,z,7167,190.0,190,m.txt,134,control,815,37
,undefined,sgap05.asc,0,0,3,0,,,132.0,132,m.txt,135,gap,102,531
,undefined,sgap05.asc,0,0,4,0,,,24.0,24,z.txt,136,gap,569,440
,undefined,sgap05.asc,0,0,3,0,,,188.0,188,m.txt,137,gap,542,564
,undefined,sgap05.asc,0,0,1,0,,,60.0,60,z.txt,138,gap,444,415
,undefined,sgap05.asc,0,0,2,0,,,127.0,127,m.txt,139,gap,599,82
CORRECT,undefined,sgap05.asc,0,14,2,0,m,4567,26.0,26,m.txt,140,control,599,40
CORRECT,undefined,sgap05.asc,0,8,1,0,z,3705,96.0,96,z.txt,141,control,316,74
CORRECT,undefined,sgap05.asc,0,13,1,0,z,4343,194.0,194,z.txt,142,control,580,702
CORRECT,undefined,sgap05.asc,0,12,2,0,m,4550,37.0,37,m.txt,143,control,334,90
CORRECT,undefined,sgap05.asc,0,14,2,0,z,4698,27.0,27,z.txt,144,control,641,31
,undefined,sgap05.asc,0,0,1,0,,,174.0,174,z.txt,145,gap,808,418
,undefined,sgap05.asc,0,0,1,0,,,2.0,2,m.txt,146,gap,454,514
,undefined,sgap05.asc,0,0,1,0,,,141.0,141,m.txt,147,gap,289,116
,undefined,sgap05.asc,0,0,1,0,,,75.0,75,m.txt,148,gap,988,109
,undefined,sgap05.asc,0,0,2,0,,,7.0,7,z.txt,149,gap,459,246
INCORRECT,undefined,sgap05.asc,0,8,1,0,m,3698,71.0,71,z.txt,150,control,795,343
CORRECT,undefined,sgap05.asc,0,10,2,0,m,3322,153.0,153,m.txt,151,control,649,123
INCORRECT,undefined,sgap05.asc,0,20,1,0,m,7333,95.0,95,z.txt,152,control,719,168
CORRECT,undefined,sgap05.asc,0,20,3,0,z,6615,168.0,168,z.txt,153,control,535,475
INCORRECT,undefined,sgap05.asc,0,17,1,0,m,7203,69.0,69,z.txt,154,control,645,476
,undefined,sgap05.asc,0,0,2,0,,,196.0,196,m.txt,155,gap,533,824
,undefined,sgap05.asc,0,0,2,0,,,62.0,62,m.txt,156,gap,240,302
,undefined,sgap05.asc,0,0,2,0,,,195.0,195,z.txt,157,gap,309,49
,undefined,sgap05.asc,0,0,1,0,,,197.0,197,m.txt,158,gap,670,577
,undefined,sgap05.asc,0,0,2,0,,,22.0,22,m.txt,159,gap,802,432
CORRECT,undefined,sgap05.asc,0,25,1,0,m,9772,99.0,99,m.txt,160,control,349,443
CORRECT,undefined,sgap05.asc,0,11,1,0,z,4002,171.0,171,z.txt,161,control,463,485
CORRECT,undefined,sgap05.asc,0,15,1,0,z,5696,83.0,83,z.txt,162,control,843,100
